sep=<tab>
307	בר כוכבא 14 , חולון	כהן סמי שרותי חשמל	03-5500938
308	ת.ד. 7906 מגשימים 9 קריית מטלון , פתח תקווה	מאיר מרכזי שרות שותפות מוגבלת	03-9182124
309	תושיה 20 , תל אביב -יפו	כהן את קונצק מוסך מגן	03-5618079
310	הכדר 17 ת.ד 13149 , נתניה	בן בכר יגאל מוסך רפי ובניו	09-8870642
311	החרש 8 א.ת נוה מגן , רמת השרון	מוסך הצבי (2007) בע מ	03-5495728
312	אלוף שדה 15 , גבעתיים	אלעיסאוי נאר אלדין-פנצריית האור	03-5730055
313	רבניצקי 10, ת.ד. 57206 , תל אביב -יפו	סבג אברהם מוסך הנציב	03-5616774
314	שפע טל 3 , תל אביב -יפו	מוסך הגה בע מ	03-5626001
315	שפע טל 5 , תל אביב -יפו	זוהר הרצל מוסך זוהר	03-5627641
316	עמק יזרעאל 55 , תל אביב -יפו	כהן שרון ד ר לאופנועים	03-6824337
317	תד 39550 , תל אביב -יפו	משרד בטחון תחבורה	03-6468534
318	המכתש 1 , חולון	פולקסוגן חולון בע מ	03-5564566
319	בן אחיטוב 20 , תל אביב -יפו	מוסך חינאוי בשארה	03-6820979
320	האורגים 15 , בת ים	בדש ציון מוסך הדלק	03-5520742
321	עמל 3 , נתניה	יובל מזוז שירותי רכב	09-8841675
322	ת.ד 21 ת.סונול כ. נתניה , נתניה	מ. אמיתי בע מ	09-8355778
323	משכית 15 , הרצלייה	אלכס חשמל רכב - דורון ויאיר	052-4849080
324	דרך השרון 98 תחנת פז , הוד השרון	חאמי גילי צמיגי מוריס	09-7401961
325	בן גוריון 16 , רמת גן	וודה את גרנהיים מוסך מאור	054-7501970
326	ניר צבי , ניר צבי	גולדשטיין שרותי תברואה בעמ	08-9242988
327	דרך בן צבי 41 , תל אביב -יפו	מכון הדרום - יפו	03-6826844
328	דרך פתח תקוה 35 , תל אביב -יפו	משאלוב אבי - הונדה אופנועים	03-5603879
329	דרך בן צבי 17 , תל אביב -יפו	ב.ד. הצוות בע מ	03-6812199
330	שד ירושלים 150 , חולון	דרזי עודד עובד - מוסך פינוק הרכב	03-5582250
331	תמנע 29 , חולון	חמדני שלמה	03-5500370
332	וסרמן 3 ת.ד8476 , תל אביב -יפו	מוסך אלכס סנדר ובניו בע מ	03-6824663
333	המלאכה 17 , חולון	שלמה לוי מוסך המלאכה	03-5595004
334	היצירה 14 א.תעשיה , רחובות	חי צורי בע מ	08-9363194
335	נחלת יצחק 26 , תל אביב -יפו	מוסך גבי מיארה ושות בע מ	03-6954571
336	ד לוד 5 , אור יהודה	ח.מ. מוסך ניסן יוסף בע מ	03-5332203
337	קוזושניר אברהם 4 , ראשון לציון	יעקב שוקר י.ש  המיתחדש	03-9670613
338	ישראל בק 5 , תל אביב -יפו	אילן קארגלס בע מ	03-5617076
339	גלגל 12 , רחובות	טואיטו אלי המרכז	08-9464115
340	גן חקל , רמלה	מוסך צמיגי דובל	08-9228290
341	החרושת 17 ת.ד 65 , רעננה	גרשון שרותי פחחות בע מ	09-7449910
342	בית אלפא 6 , תל אביב -יפו	ב.ג מוסכים 2000 בע מ	03-5374011
343	בר יוחאי 17 , תל אביב -יפו	גליסקו יצחק	03-6822366
344	רח הפלד מס 25 , חולון	המחוון ספידומטרים בעמ	03-5507254
345	הירקון 37 א.ת , בני ברק	מוסך די.אנד.וי.מוטורס 2013 בע מ	03-6193363
346	בן אביגדור 15 , תל אביב -יפו	רביע מיקא ושות	050-5288339
347	רח היתד 8 , תל אביב -יפו	שמשום אנטון מוסך יפו אור	03-6825283
348	עציון גבר 11 , תל אביב -יפו	האחים אלגרבאלי מוסך 10 בעמ	03-6832121
349	המרכבה 5 , אזור	מנוף חב לשרותים בעמ	03-5501991
350	ת.ד. 13199 הכדר 11 , נתניה	ברנס שמחה מוסך ויקטור	09-8870735
351	שונצינו 12 ת.ד 52430 , תל אביב -יפו	אלימלך מרדכי	03-5621826
352	אחים מסלויטה 10 , תל אביב -יפו	מרכז שירות תושיה  בע מ	03-5616825
353	חיי אדם 8 , תל אביב -יפו	מופת רם עסקים בע מ	03-6962741
354	נחלת יצחק 4 , תל אביב -יפו	מלכה משה מוסך כפיר	03-6959024
355	אחים מסלויטה 7 , תל אביב -יפו	מוסך ליטל 2008 בע מ	03-5622072
356	דובנוב 7 , תל אביב -יפו	אלוס צבי תיקון צמיגים	03-6959976
357	עלית הנוער 46 , תל אביב -יפו	ריינהורן את הופמן מוסך שמעון	03-6953355
358	שמוטקין 21 , ראשון לציון	מוסך בראשית בע מ	03-9333990
359	עציון גבר 14 , תל אביב -יפו	לילו ברדה מוסך בלומפלד	03-6833853
360	נחום גולדמן 9 , תל אביב -יפו	אלקריף מרים צמיגי יפו מוסך השע	03-6829445
361	תפוצות ישראל 7 , גבעתיים	אחים לוי סוכנות גבעתיים (92)בע מ	03-5712255
362	החשמונאים 5 , בני ברק	מוסך ודים מזגנים לרכב	054-4548872
363	הירדן 28 , בני ברק	זכריה משה מוסך נאמן	03-5780090
364	הירקון 37 , בני ברק	מוסך יוסף ושמעון דהן	03-6184113
365	חלוצת הפרדסנות 25 , פתח תקווה	יוסף יהושע - מוסך ש.ר.	03-9316494
366	רח היוצר 16 , חולון	בסמן אלכסנדר מוסך אלכס	03-5583088
367	החופר 28 , חולון	מובילים וייט קומינס בערבון מוגבל	073-2286104
368	העצמאות 24    ג , יהוד	מוסך שמשון יהוד בעמ	03-5360748
369	א ת רחוב מודיעין 4 , לוד	גרובמן את אברמוביץ מוסך אקספרס	08-9222979
370	אצל 17 , רמלה	יוסף אלעוברה מוסך לב העיר	054-9750115
371	קלאוזנר 17 , רמלה	השלושה בית מלאכה מיכני בע מ	08-9210138
372	לוד שדה תעופה ת.ד 41 , לוד נמל תעופה	אל על נתיבי אוויר לישראל בעע מ.	08-9716746
373	המסגר 9 ת.ד 7225 א.ת נוה נאמן , הוד השרון	דני סמרלי הוד השרון (1997) בע מ	09-7402140
374	הרצל 2 , ראשון לציון	ב.נ. מוסכים בע מ	03-9673294
375	א התעשיה ב , נס ציונה	יפת חרבי מוסך כפיר	050-5351141
376	הפטיש 1 א.תעשיה ב' , נס ציונה	מכון המרכז נס ציונה בע מ	08-9406520
377	דרך יבנה , רחובות	מוסך איציק היללי	08-6482411
378	ברוך הירש 20 , בני ברק	ק.א לאר אחזקות בע מ	053-7228959
379	פינסקר 40 , לוד	בסון אהרון פחחות רכב	08-9242258
380	קבוץ גלויות 6 , תל אביב -יפו	מוסך מוטקה בעמ	03-6828845
381	פנקס 17 א.ת , נתניה	מוסך י.ג חי נתניה בע מ	09-8870223
382	פלןטצקי 20 , ראשון לציון	מוסך שרותון בעמ	03-9664995
383	ברוך הירש 2 , בני ברק	מוסכי אלי - בר בע מ	03-5781931
384	כהנמן 98 , בני ברק	איתן מרכז שירותי רכב הדייקנים בע	03-6761495
385	דרך בן צבי 39 , תל אביב -יפו	טנוס חילו פנצ'ריית אחים חילו	03-6833806
386	רח נתן פנץ 4 , תל אביב -יפו	עבוד ג'ורג' מוסך עבוד	03-6838062
387	ברוך הירש 10 , בני ברק	עודד רייכמן בע מ	03-7333555
388	אצל 1 , רמלה	מויס נאדר את פדלון מוסך האחים	08-9220510
389	דרך ראשונים , עין ורד	מוסך ורד בע מ	09-7961692
390	הנגר 6 ת.ד 13547 , נתניה	מלכה את אלכרמי מוסך האופק	09-8611466
391	המסגר 15 , תל אביב -יפו	כהנא אברהם מוסך מרום חן	03-6871021
392	אהוד קינמון 6 , בת ים	אסרף ליאור מוסך הסלע	03-5511904
393	טברסקי 13 , תל אביב -יפו	מעוז שרותי רכב ת א בע מ	03-5617663
394	דרך בן צבי 37 , תל אביב -יפו	חיפושית רכב בעמ	03-6823573
395	המנור 8 ת.ד 214 , חולון	טרקטורים וציוד אי.טי.אי.בעמ	03-5571533
396	קבוץ שעלבים , שעלבים	מוסך דודו חיון	08-6585677
397	דוד מרכוס 35 , פתח תקווה	פולוטובסקי אלכסנדר מוסך ספפיר	03-5540570
398	אינשטין 1 ק. מטלון , פתח תקווה	מכשירי תנועה ומכוניות 2004)) בעמ	03-9192333
399	התחיה 14 , תל אביב -יפו	מוסך סבנה בע מ	03-6829252
400	אילת 36 , חולון	מנהרת הנוצץ  בהנהלת עיסאוי אנואר	052-4030119
401	תושיה 7 , תל אביב -יפו	שלומי איסקוב פחחות וצבע בע מ	052-5513537
402	רחוב שמוטקין23 , ראשון לציון	ע נ מוסך ראשון שררותי רכב בע מ	03-9672584
403	מגשימים 10 , פתח תקווה	קשר רנט א-קאר בע מ	03-9182111
404	אזור תעשיה מעוין שורק , ראשון לציון	דוד לובינסקי בע מ סניף שורק	09-6710316
405	ישראל בק 22 , תל אביב -יפו	מוסך ש. חיבה בע מ	03-5616868
406	החרושת 30 ת.ד 34 , יהוד	לירון בעמ	03-5363963
407	דרך משה סנה 210 , רמת השרון	צמיגי בני 2001  גאבר נדאל	03-6476693
408	הס 29 , הרצלייה	חמני ברוך חשמל רכב	03-9584808
409	מבצע קדש 55 , בני ברק	עולם הצמיגים בהנהלת אל עיסאוי	03-6185137
410	משה יתום 22, א.ת. , רחובות	אופנועי סרוסי בע מ	08-9315585
411	משה יתום 6 , רחובות	מוסך רדיאטור רחובות בע מ	08-9461911
412	ברוך הירש 26 , בני ברק	תמם רחמים מוסך רחמים	03-5703497
413	אברבנאל 74 , בני ברק	צבר הרצל מוסך הרצל )ואברהם(	03-6181636
414	א תעשיה דרך יבנה , רחובות	מכון הדרום - רחובות	08-9467444
415	יתום 8 דרך יבנה , רחובות	אמנו אור בעמ	08-9465272
416	הירקונים 35 , פתח תקווה	יוסי ספטון סוכנות רכב בע מ	03-9342713
417	ברוך הירש 32 , בני ברק	חלק ברוך מוסך איטליה	03-5701633
418	כנרת 16 , בני ברק	מוסך כנרת בהנהלת אהרון אריה	054-4585900
419	ת.ד. 6835 ק.מטלון , פתח תקווה	מוסך מירזקנדוב אדוארד	03-5170984
420	אזור תעשיה ישן , רמלה	מוסך פאנוס א.מ. בע מ	08-9223587
421	יגאל אלון 129 , תל אביב -יפו	צמיגי טופ דרייב עיסאוי נאדר	054-3268244
422	היצירה 31 רחובות , רחובות	מוסך אשר בע מ	08-9468264
423	ת.ד. 573 , כפר ויתקין	מוסך יורם רז בע מ	09-8666804
424	דרך בן גוריון 6 , רמת גן	3760מוסך מודיעין בע מ	03-7521647
425	דרך משה סנה 210 , רמת השרון	ד.מ שרותי חשמל 1986 בעמ	03-6490734
426	ישראל בק 30 , תל אביב -יפו	מוסך אמ הדרך ו.ו. 2002 בע מ	03-5373564
427	תושיה 24 , תל אביב -יפו	מ.ב. גבע שרותי רכב בע מ	03-5621883
428	דרך השרון 20 , הוד השרון	ברהום עזרא חשמל רכב	09-7424428
429	ברוך הירש 2 , בני ברק	זריהן את מרציאנו מוסך בני ברק	03-5707020
430	היצירה 24 רחובות , רחובות	ארז חבני מוסך להב	052-3276193
431	דוד מרכוס 54 , פתח תקווה	מוסך שמש	03-9316336
432	עציון גבר 8 , תל אביב -יפו	חיים אסקרוב מרכז שרות אמיר תל אב	03-6832859
433	שניצלר 23 , תל אביב -יפו	מוסך דוד מלכי	03-6837398
434	נחושתן 2 דרך יבנה , רחובות	ח.ת אוטומוטורס בע מ	08-9365252
435	יפתח 5 , לוד	פרמון דני מוסך מרקו	08-9247961
436	החרושת 9 , רעננה	כהן גיא מוסך גיא	09-7432714
437	שניצלר 3 , תל אביב -יפו	יהודה אלול - מוסך האומנים י.א	03-5504966
438	נתן פנץ 14 , תל אביב -יפו	מוסך ג'נרל מכונאות כללית בע מ	03-6813830
439	הכישור 12 , חולון	מוסך מ.מ ירקוני בע מ	03-5506480
440	ת ד4565 אליכסנדר ינאי 27 , פתח תקווה	טרקטורים בשן בע מ	03-9311958
441	רמבם 11 , נתניה	חדד צביקה מכונאות רכב	052-3582902
442	קלאוזנר 7 , רמלה	דיזל רמלה	08-9240783
443	החרושת 2 פ' ויצמן בנין וילרמה , רעננה	שרון עוזי - צמיגי רעננה	09-7453342
444	גרופי 5 א.ת חדש , ראשון לציון	רובין שלומי רובין רונן מוסך קוקי	03-9611894
445	ת.ד 12267 גלגלי הפלדה 10 , הרצלייה	מוסך פיתוח ל.נ. בע מ	03-9556641
446	פנקס 35 נתניה , נתניה	טל שער - אוטוטסט	09-8825803
447	ישראל בק 41 , תל אביב -יפו	סופר גיר בע מ	03-5618686
448	מרקוביץ 5 א ת , ראשון לציון	דודי אור בע מ	03-9502040
449	הצפירה 15תד 28164 , תל אביב -יפו	או בי פר (1979) בע מ	03-6872376
450	חתוכה 1, ת.ד. 1227 , יהוד	מוסך מאיש יצחק	03-5361269
451	הבונים 9 , בת ים	לוי משה מוסך דוד	03-5515485
452	העבודה 30 , בת ים	אמסלם שלמה חשמל הגינגי'	03-5514147
453	רח האופן 6 , חולון	מכון אלן - חולון	03-5502684
454	העמל 10 , בת ים	דן חברה לתחבורה ציבורית בע מ	03-6933443
455	החשמונאים 26 , בני ברק	יצחק דוד מוסך פאוזי	03-5708966
456	שלמה 15 , תל אביב -יפו	א.ע.מ שרותי רכב  איימן אבו צעלוק	03-6814128
457	א תעשיה עי קרגל , לוד	ע.מ. המוסך הקיסמי בע מ	053-5603957
458	הפטיש 8 אזה ת ב' נס ציונה , נס ציונה	מוסך אופיר	08-9400126
459	האלוף דוד מרכוס 25 , פתח תקווה	לוי ניב מוסך אור הבזק 2010	03-9313439
460	בן לולו 5 א.ת ישן , ראשון לציון	מוסך גרינפלד מוטורס בע מ	03-9507070
461	האורגים 6 , חולון	בני רומי צמיגים	052-6734437
462	דרך השרון 52 , הוד השרון	פרידמן עדי חשמל רכב	09-7420669
463	החרושת 8/1 ת.ד 2022 א.ת , רעננה	אהוד נגר שרותי רכב	09-7422113
464	שלמה בן דוד 12 , ראשון לציון	מוסך טופז בע מ	03-9698095
465	החרושת 15/13 א.תעשייה רעננה , רעננה	מרכז שירות גיל סיידון בע מ	09-7424270
466	שמוטקין בנימין 5 , ת.ד. 15224 , ראשון לציון	מוסך ראשונים בהנהלת א-יהודה בע מ	03-9699944
467	ראם 6 , תל אביב -יפו	מוטורוני  לפיד בע ם	03-5621104
468	הנגר 12 ת.ד 13044 , נתניה	מוסך רינת בע מ	09-8621705
469	סגולה תד 4599 , פתח תקווה	יונברסל משאיות ישראל בע מ	03-9120020
470	היצירה 15 א.ת ת.ד 2586 , רעננה	מוסך פרסול בע מ )מוסך רם(	09-7448080
471	הרכב 12 , תל אביב -יפו	אופיר המכונאי האקדמאי בע מ	050-8345200
472	רח הראש 2 , תל אביב -יפו	זיסו מרכז שרות ואיבחון לרכב	03-6829968
473	האצל 21 , ראשון לציון	מרכז שרות אוטו שי בע מ	03-6335193
474	דרך בן צבי 45 , תל אביב -יפו	מוסך ח ח יפו בעמ	03-6832268
